1172870,運転手,うんてんしゅ,driver
1172910,運動,うんどう,to exercise
1173100,雲,くも,cloud
1177820,遠く,とおく,distant
1178450,遠慮,えんりょ,"to be reserved, to be restrained"
1179005,汚れる,よごれる,to get dirty
1182620,億,おく,one hundred million
1182710,屋上,おくじょう,rooftop
1184160,下る,さがる,"to get down,to descend"
1184170,下げる,さげる,"to hang,to lower,to move back"
1184280,,くださる,(respectful) to give
1185290,下宿,げしゅく,lodging
1185930,下着,したぎ,underwear
1190860,,おかしい,strange or funny
1192420,家内,かない,housewife
1192700,科学,かがく,science
1193610,火,ひ,fire
1193950,火事,かじ,fire
1194660,花見,はなみ,cherry-blossom viewing
1195140,,いじめる,to tease
1195840,課長,かちょう,section manager
1195970,過ぎる,すぎる,to exceed
1198360,会議,かいぎ,meeting
1198380,会議室,かいぎしつ,meeting room
1198660,会場,かいじょう,assembly hall or meeting place
1198880,会話,かいわ,conversation
1199890,壊す,こわす,to break
1199900,壊れる,こわれる,to be broken
1200220,怪我,けが,to injure
1201280,海岸,かいがん,coast
1202150,皆,みな,everybody
1202440,開く,ひらく,to open an event
1207250,楽しみ,たのしみ,joy
1207270,楽む,たのしむ,to enjoy oneself
1208020,割れる,われる,to break
1208640,滑る,すべる,"to slide,to slip"
1209240,噛む,かむ,"to bite,to chew"
1209650,乾く,かわく,to get dry
1212670,慣れる,なれる,to grow accustomed to
1213870,看護婦,かんごふ,female nurse
1214330,簡単,かんたん,simple
1215230,間,あいだ,a space
1215260,間に合う,まにあう,to be in time for
1215330,間違える,まちがえる,to make a mistake
1215810,関係,かんけい,relationship
1217070,,おもちゃ,toy
1218560,危険,きけん,danger
1218760,喜ぶ,よろこぶ,to be delighted
1219510,,うれしい,glad
1219680,寄る,よる,to visit
1220800,機会,きかい,opportunity
1221250,帰り,かえり,return
1221520,気,き,"spirit,mood"
1222590,気分,きぶん,mood
1222700,汽車,きしゃ,steam train
1222770,祈る,いのる,to pray
1222840,季節,きせつ,season
1223021,規則,きそく,regulations
1223660,起す,おこす,to wake
1224880,,よろしい,"(respectful) OK,all right"
1225130,技術,ぎじゅつ,"art,technology,skill"
1226360,,びっくり,to be surprised
1226630,客,きゃく,"guest,customer"
1227370,久しぶり,ひさしぶり,after a long time
1228560,急,きゅう,"urgent, steep"
1228650,急ぐ,いそぐ,to hurry
1228690,急行,きゅうこう,"speedy, express"
1229840,泣く,なく,to weep
1234140,競争,きょうそう,competition
1236950,教育,きょういく,education
1237030,教会,きょうかい,church
1238410,興味,きょうみ,an interest
1238550,鏡,かがみ,mirror
1238680,驚く,おどろく,to be surprised
1238840,,おっしゃる,(respectful) to say
1242350,近所,きんじょ,neighbourhood
1242970,金持ち,かねもち,rich man
1244310,苦い,にがい,bitter
1245470,空気,くうき,"air,atmosphere"
1245570,空港,くうこう,airport
1246440,隅,すみ,"corner,nook"
1247250,君,きみ,(informal) You (used by men towards women)
1247260,君,くん,suffix for familiar young male
1250220,形,かたち,shape
1250870,景色,けしき,"scene,landscape"
1251270,経験,けいけん,to experience
1251320,経済,けいざい,"finance,economy"
1252090,計画,けいかく,to plan
1252390,警察,けいさつ,police
1253190,迎える,むかえる,to go out to meet
1254130,決して,けっして,never
1254180,決める,きめる,to decide
1255060,血,ち,blood
1255430,月,つき,moon
1257040,喧嘩,けんか,to quarrel
1257110,固い,かたい,hard
1257110,堅い,かたい,hard
1257110,硬い,かたい,hard
1257330,建てる,たてる,to build
1258520,研究,けんきゅう,research
1258570,研究室,けんきゅうしつ,"study room,laboratory"
1258710,絹,きぬ,silk
1259140,見える,みえる,to be in sight
1260000,見物,けんぶつ,sightseeing
1261190,原因,げんいん,"cause,source"
1262530,厳しい,きびしい,strict
1267180,故障,こしょう,to break-down
1267280,湖,みずうみ,lake
1269130,呉れる,くれる,to give
1270390,御主人,ごしゅじん,(honorable) your husband
1270550,,おつり,"change from purchase, balance"
1270810,お礼,おれい,expression of gratitude
1272280,交通,こうつう,"traffic,transportation"
1272780,光,ひかり,light
1272820,光る,ひかる,"to shine,to glitter"
1274820,公務員,こうむいん,government worker
1278040,工業,こうぎょう,the manufacturing industry
1279590,校長,こうちょう,headmaster
1279680,,かまう,to mind
1279990,港,みなと,harbour
1281020,考える,かんがえる,to consider
1282260,講義,こうぎ,lecture
1282340,講堂,こうどう,auditorium
1282490,郊外,こうがい,outskirts
1282770,降り出す,ふりだす,to start to rain
1283500,高校,こうこう,high school
1283510,高校生,こうこうせい,high school student
1283860,高等学校,こうとうがっこう,high school
1284430,合う,あう,to match
1286400,国際,こくさい,international
1289370,今度,こんど,"now,next time"
1289520,今夜,こんや,tonight
1291270,差し上げる,さしあげる,(polite) to give
1291500,砂,すな,sand
1293640,さ来月,さらいげつ,the month after next
1293650,さ来週,さらいしゅう,the week after next
1293700,最も,もっとも,extremely
1293780,最近,さいきん,"latest,nowadays"
1293810,最後,さいご,"last,end"
1293990,最初,さいしょ,"beginning,first"
1294330,妻,つま,(humble) wife
1295070,済む,すむ,to finish
1295530,細かい,こまかい,"small, fine"
1297110,坂,さか,"slope,hill"
1302070,参る,まいる,"(humble) to go,to come"
1303770,産業,さんぎょう,industry
1304420,,しばらく,little while
1304510,残る,のこる,to remain
1304680,残念,ざんねん,disappointment
1305700,伺う,うかがう,to visit
1307550,始める,はじめる,to begin
1307770,子,こ,child
1308090,市,し,city
1308690,市民,しみん,citizen
1309260,思い出す,おもいだす,to remember
1309650,指,ゆび,finger
1310050,指輪,ゆびわ,finger ring
1310260,支度,したく,to prepare
1310460,上手い,うまい,delicious
1310530,枝,えだ,"branch, twig"
1310640,止む,やむ,to stop
1310670,止める,とめる,to stop something
1310680,止める,やめる,to stop
1311450,糸,いと,thread
1312350,試験,しけん,examination
1312420,試合,しあい,"match,game"
1313080,歯医者,はいしゃ,dentist
1313850,事故,じこ,accident
1314400,事務所,じむしょ,office
1314600,似る,にる,to be similar
1315130,字,じ,character
1315240,寺,てら,temple
1316300,時代,じだい,era
1318720,自由,じゆう,freedom
1320140,失敗,しっぱい,"failure,mistake"
1322320,捨てる,すてる,to throw away
1322700,社会,しゃかい,"society,public"
1322920,社長,しゃちょう,company president
1323010,謝る,あやまる,to apologize
1323500,,じゃま,"hindrance,intrusion"
1326830,取り替える,とりかえる,to exchange
1328090,手袋,てぶくろ,glove
1328190,手伝う,てつだう,to assist
1329000,趣味,しゅみ,hobby
1329590,受ける,うける,to take a lesson or test
1332570,拾う,ひろう,"to pick up,to gather"
1333090,習慣,しゅうかん,"custom,manners"
1333550,集る,あつまる,to gather
1333560,集める,あつめる,to collect something
1334080,住所,じゅうしょ,"an address,a residence"
1335080,十分,じゅうぶん,enough
1335440,柔道,じゅうどう,judo
1339460,出席,しゅっせき,to attend
1340000,出発,しゅっぱつ,to depart
1340460,,できるだけ,as much as possible
1341670,準備,じゅんび,to prepare
1345250,女性,じょせい,woman
1345605,,そろそろ,"gradually,soon"
1346150,勝つ,かつ,to win
1346370,召し上がる,めしあがる,(polite) to eat
1347710,将来,しょうらい,"future,prospects"
1347870,小学校,しょうがっこう,elementary school
1348430,小説,しょうせつ,novel
1348530,小鳥,ことり,small bird
1349410,,とこや,barber
1349480,承知,しょうち,to consent
1349610,招待,しょうたい,to invite
1350080,消しゴム,けしゴム,eraser
1350600,焼く,やく,"to bake,to grill"
1350610,焼ける,やける,"to burn,to be roasted"
1351360,笑う,わらう,"to laugh,to smile"
1351430,紹介,しょうかい,introduction
1352290,上る,あがる,to rise
1352320,,あげる,to give
1355810,場合,ばあい,situation
1355850,場所,ばしょ,location
1356750,畳,たたみ,Japanese straw mat
1357210,飾る,かざる,to decorate
1357250,植える,うえる,"to plant,to grow"
1357980,触る,さわる,to touch
1358490,食事,しょくじ,to have a meal
1358680,食料品,しょくりょうひん,groceries
1360320,寝坊,ねぼう,sleeping in late
1360480,心,こころ,"core,heart"
1360930,心配,しんぱい,to worry
1362400,新聞社,しんぶんしゃ,newspaper company
1362490,森,もり,forest
1362640,深い,ふかい,deep
1362950,申し上げる,もうしあげる,"(humble) to say,to tell"
1363090,申す,もうす,"(humble) to be called,to say"
1364360,,まじめ,serious
1364670,神社,じんじゃ,Shinto shrine
1365040,親,おや,parents
1365250,親切,しんせつ,kindness
1365980,進む,すすむ,to make progress
1367120,人形,にんぎょう,"doll, figure"
1367300,人口,じんこう,population
1369900,塵,ごみ,rubbish
1369940,尋ねる,たずねる,to ask
1371320,水泳,すいえい,swimming
1371920,水道,すいどう,water supply
1372800,,ずいぶん,extremely
1372980,数学,すうがく,"mathematics,arithmetic"
1373860,世界,せかい,the world
1374300,世話,せわ,to look after
1374530,,ぜひ,without fail
1374550,凄い,すごい,terrific
1375620,,なるべく,as much as possible
1375820,,なるほど,now I understand
1375970,政治,せいじ,"politics,government"
1376310,星,ほし,star
1376600,正しい,ただしい,correct
1378520,生きる,いきる,to live
1378860,生活,せいかつ,to live
1378990,生産,せいさん,to produce
1379750,盛ん,さかん,"popularity,prosperous"
1381100,西洋,せいよう,western countries
1382250,席,せき,seat
1382370,昔,むかし,"olden days, former"
1382440,石,いし,stone
1382980,積もり,つもり,intention
1383260,,あかちゃん,infant
1383310,赤ん坊,あかんぼう,baby
1385910,折る,おる,to break or to fold
1385920,折れる,おれる,to break or be folded
1386460,説明,せつめい,explanation
1387240,先ず,まず,first of all
1388410,先輩,せんぱい,senior
1390360,戦争,せんそう,war
1390800,浅い,あさい,"shallow,superficial"
1391780,線,せん,line
1394730,然る,しかる,a particular
1395620,全然,ぜんぜん,not entirely (used in a negative sentence)
1396840,祖父,そふ,grandfather
1396860,祖母,そぼ,grandmother
1397300,,すばらしい,wonderful
1401210,相談,そうだん,to discuss
1401910,草,くさ,grass
1402730,送る,おくる,to send
1403040,騒ぐ,さわぐ,"to make noise,to be excited"
1404390,息子,むすこ,(humble) son
1404700,足す,たす,to add a number
1404740,足りる,たりる,to be enough
1405790,続く,つづく,to be continued
1405800,続ける,つづける,to continue
1405890,卒業,そつぎょう,graduation
1408220,太る,ふとる,to become fat
1408810,打つ,うつ,to hit
1409110,,だめ,no good
1411300,退院,たいいん,to leave hospital
1413260,大学生,だいがくせい,university student
1413940,大事,だいじ,"important,valuable,serious matter"
1414470,大体,だいたい,generally
1414580,大抵,たいてい,usually
1414920,大分,だいぶ,greatly
1416700,棚,たな,shelves
1419860,暖房,だんぼう,heating
1420160,男性,だんせい,male
1420410,知らせる,しらせる,to notify
1421210,地震,じしん,earthquake
1421540,地理,ちり,geography
1421630,恥ずかしい,はずかしい,embarrassed
1421900,致す,いたす,(humble) to do
1423240,着物,きもの,kimono
1423650,中学校,ちゅうがっこう,"junior high school,middle school"
1426290,昼休み,ひるやすみ,noon break
1426530,注意,ちゅうい,caution
1426590,注射,ちゅうしゃ,injection
1426680,虫,むし,insect
1426920,駐車場,ちゅうしゃじょう,parking lot
1427360,丁寧,ていねい,polite
1429060,調べる,しらべる,to investigate
1431850,珍しい,めずらしい,rare
1432850,通う,かよう,to commute
1433030,通る,とおる,to go through
1433680,漬ける,つける,"to soak,to pickle"
1434120,釣る,つる,to fish
1436510,程,ほど,extent
1437450,適当,てきとう,suitability
1438770,天気予報,てんきよほう,weather forecast
1440660,展覧会,てんらんかい,exhibition
1440670,店員,てんいん,shop assistant
1441390,点,てん,"point,dot"
1441870,伝える,つたえる,to report
1442750,田舎,いなか,countryside
1443660,電灯,でんとう,electric light
1443760,電報,でんぽう,telegram
1444270,塗る,ぬる,"to paint,to plaster"
1444980,都合,つごう,"circumstances,convenience"
1445690,怒る,おこる,"to get angry,to be angry"
1445790,倒れる,たおれる,to break down
1446760,島,しま,island
1447000,投げる,なげる,to throw or cast away
1448440,盗む,ぬすむ,to steal
1448580,湯,ゆ,hot water
1449530,答,こたえ,response
1449890,到頭,とうとう,"finally, after all"
1450270,踏む,ふむ,to step on
1450330,逃げる,にげる,to escape
1451210,動く,うごく,to move
1451490,動物園,どうぶつえん,zoo
1454180,道具,どうぐ,"tool,means"
1454670,特に,とくに,"particularly,especially"
1454750,特急,とっきゅう,limited express train (faster than an express train)
1455280,特別,とくべつ,special
1457210,届ける,とどける,to reach
1457730,内,うち,within
1463770,日,ひ,"day, sun"
1463930,日記,にっき,journal
1465720,入院,にゅういん,to hospitalise
1465850,入学,にゅうがく,to enter school or university
1467620,,ぬれる,to get wet
1467710,熱,ねつ,fever
1467910,,ねっしん,enthusiasm
1472270,拝見,はいけん,(humble) to look at
1472800,背中,せなか,back of the body
1473230,倍,ばい,double
1474850,泊まる,とまる,to lodge at
1476430,筈,はず,it should be so
1477170,発音,はつおん,pronunciation
1477950,髪,かみ,hair
1480670,反対,はんたい,opposition
1482340,番組,ばんぐみ,television or radio program
1483070,彼,かれ,"he,boyfriend"
1483090,彼ら,かれら,they
1483150,彼女,かのじょ,"she,girlfriend"
1483190,悲しい,かなしい,sad
1483540,比べる,くらべる,to compare
1484930,非常に,ひじょうに,extremely
1485520,飛行場,ひこうじょう,airport
1486360,美しい,うつくしい,beautiful
1486460,美術館,びじゅつかん,art gallery
1487400,必ず,かならず,"certainly,necessarily"
1487660,必要,ひつよう,necessary
1489340,表,おもて,the front
1490670,品物,しなもの,goods
1494860,不便,ふべん,inconvenience
1495740,付く,つく,to be attached
1496480,夫,おっと,husband
1496890,布団,ふとん,"Japanese bedding, futon"
1497190,普通,ふつう,"usually, or a train that stops at every station"
1497980,負ける,まける,to lose
1499230,葡萄,ぶどう,grapes
1499460,部長,ぶちょう,head of a section
1500800,復習,ふくしゅう,revision
1501350,複雑,ふくざつ,"complexity,complication"
1501620,払う,はらう,to pay
1501660,沸かす,わかす,"to boil,to heat"
1505120,文化,ぶんか,culture
1505190,文学,ぶんがく,literature
1505600,文法,ぶんぽう,grammar
1508750,米,こめ,uncooked rice
1509290,壁,かべ,wall
1509430,別,べつ,different
1510640,変,へん,strange
1510650,変える,かえる,to change
1510790,変わる,かわる,to change
1511790,片付ける,かたづける,to tidy up
1512220,返事,へんじ,reply
1514960,暮れる,くれる,"to get dark,to come to an end"
1516750,放送,ほうそう,to broadcast
1517480,法律,ほうりつ,law
1518070,訪ねる,たずねる,to visit
1518540,亡くなる,なくなる,to die
1519230,忘れ物,わすれもの,lost article
1520120,貿易,ぼうえき,trade
1521400,僕,ぼく,I (used by males)
1522050,,ほとんど,mostly
1523400,翻訳,ほんやく,translation
1524990,,または,"or,otherwise"
1526920,漫画,まんが,comic
1526960,味,あじ,flavour
1527040,味噌,みそ,bean paste
1529330,眠い,ねむい,sleepy
1529390,眠る,ねむる,to sleep
1529410,夢,ゆめ,dream
1529550,無くなる,なくなる,"to disappear,to get lost"
1530970,無理,むり,impossible
1531190,娘,むすめ,(humble) daughter
1532910,鳴る,なる,to sound
1533820,毛,け,hair or fur
1534870,木綿,もめん,cotton
1535780,,もちろん,of course
1535880,戻る,もどる,to turn back
1535910,,もらう,to receive
1537980,役に立つ,やくにたつ,to be helpful
1538130,約束,やくそく,promise
1538330,訳,わけ,"meaning,reason"
1538440,踊る,おどる,to dance
1538820,輸出,ゆしゅつ,to export
1538870,輸入,ゆにゅう,to import
1539040,優しい,やさしい,kind
1542070,遊び,あそび,play
1543070,予習,よしゅう,preparation for a lesson
1543240,予定,よてい,arrangement
1543750,予約,よやく,reservation
1545710,揺れる,ゆれる,"to shake,to sway"
1546200,用,よう,use
1546220,用意,ようい,preparation
1546300,用事,ようじ,things to do
1546550,葉,は,leaf
1546880,踊り,おどり,a dance
1548550,落る,おちる,to fall or drop
1549660,利用,りよう,utilization
1550140,理由,りゆう,reason
1550190,裏,うら,reverse side
1551530,立てる,たてる,to stand something up
1552760,留守,るす,absence
1553130,旅館,りょかん,Japanese hotel
1554010,両方,りょうほう,both sides
1554820,力,ちから,"strength,power"
1555440,林,はやし,"woods,forester"
1556370,例えば,たとえば,for example
1556630,冷える,ひえる,to grow cold
1557290,冷房,れいぼう,air conditioning
1558050,歴史,れきし,history
1559290,連れる,つれる,to lead
1559900,連絡,れんらく,contact
1562850,腕,うで,arm
1567450,掏摸,すり,pickpocket
1576250,一度,いちど,once
1576900,音,おと,"sound,note"
1578700,工場,こうじょう,factory
1579720,寂しい,さびしい,lonely
1581710,昼間,ひるま,"daytime,during the day"
1582200,途中,とちゅう,on the way
1584060,包む,つつむ,to wrap
1584660,明日,あす,tomorrow
1586265,空く,すく,to become empty
1586270,空く,あく,"to open, to become empty"
1587290,,いただく,(humble) to receive
1588060,受付,うけつけ,receipt
1588320,写す,うつす,to copy or photograph
1588550,売り場,うりば,place where things are sold
1588730,選ぶ,えらぶ,to choose
1589030,贈り物,おくりもの,gift
1589040,遅れる,おくれる,to be late
1589060,行う,おこなう,to do
1589110,押し入れ,おしいれ,closet
1589260,落す,おとす,to drop
1589350,思う,おもう,"to think,to feel"
1589500,下りる,おりる,to get off
1589590,終わり,おわり,the end
1590480,格好,かっこう,appearance
1590770,代わり,かわり,"substitute,alternate"
1591150,聞こえる,きこえる,to be heard
1591420,決る,きまる,to be decided
1591430,気持ち,きもち,"feeling,mood"
1592270,首,くび,neck
1592500,具合,ぐあい,"condition,health"
1593410,込む,こむ,to be crowded
1593480,怖い,こわい,frightening
1593570,ご存じ,ごぞんじ,"knowing,acquaintance"
1593590,,ごちそう,a feast
1593670,探す,さがす,to look for
1594110,仕方,しかた,method
1594400,,しっかり,"firmly,steadily"
1595270,辞典,じてん,dictionary
1596780,台風,たいふう,typhoon
1596930,確か,たしか,definite
1597780,捕まえる,つかまえる,to seize
1599340,泥棒,どろぼう,thief
1599390,直す,なおす,"to fix,to repair"
1599400,治る,なおる,"to be cured,to heal"
1599420,中々,なかなか,considerably
1599760,,におい,a smell
1599800,二階建て,にかいだて,two storied
1600160,,ねだん,price
1600280,喉,のど,throat
1600470,乗り換える,のりかえる,to change between buses or trains
1600530,乗り物,のりもの,vehicle
1601650,引き出し,ひきだし,"drawer,drawing out"
1601660,引き出す,ひきだす,to withdraw
1601810,髭,ひげ,beard
1602060,,ひどい,awful
1602440,増える,ふえる,to increase
1602800,舟,ふね,ship
1603550,,ほめる,to praise
1604135,お祭り,おまつり,festival
1604290,周り,まわり,surroundings
1604300,回る,まわる,to go around
1604350,真ん中,まんなか,middle
1604550,見つかる,みつかる,to be discovered
1604570,見つける,みつける,to discover
1604800,向かう,むかう,to face
1605510,痩せる,やせる,to become thin
1605630,柔らかい,やわらかい,soft
1606590,別れる,わかれる,to separate
1606680,沸く,わく,"to boil, to grow hot,to get excited"
1606810,割合,わりあい,"rate,ratio,percentage"
1612770,お祝い,おいわい,congratulation
1621470,都,と,metropolitan
1634500,,たまに,occasionally
1929050,,アフリカ,Africa
2005990,泳ぎ方,およぎかた,way of swimming
2008740,,そんなに,"so much,like that"
2015610,,もうすぐ,soon
2085080,,ああ,like that
2217040,,ごらんになる,(respectful) to see
2394370,,あ,Ah
2429350,お金持ち,おかねもち,rich man
2524270,,こと,"thing,matter"
2607730,,もし,if
2772770,,やはり,"as I thought,absolutely"
2846390,直る,なおる,"to be fixed,to be repaired"
2853889,,けれど,however
2853889,,けれども,however
